"","id","text"
"445",473,"Conclusions conference heads state cote divoire paris conclusions"
"446",436,"Linasmarcoussis agreement"
"447",1053,"Ceasefire agreement government cote divoire mouvement populaire ivoirien grand ouest mpigo mouvement justice paix msp"
"448",208,"Accords lome"
"449",199,"Accord cessation hostilites"
"450",540,"Sommet extraordinaire chefs detat governement situation cote divoire communique final accra "
"451",1229,"Memorandum understanding monitor mission yugoslavia"
"452",422,"Joint declaration ec troika parties directly concerned yugoslav crisis brioni agreement"
"453",1220,"Programme government republic croatia establishment trust accelerated return normalization living conditions waraffected regions republic croatia"
"454",1219,"Affidavit"
"455",287,"Agreement normalization relations"
"456",1218,"Un security council resolution"
"457",1217,"Un security council resolution"
"458",563,"Basic agreement region eastern slavonia baranja western sirmium erdut agreement"
"459",1181,"Guiding basic principles negotiations settlement eastern slavonia baranja western sirmium"
"460",1468,"Agreement surrender st corps"
"461",1215,"Agreement government republic croatia united nations peace forces unpf united nations confidence restoration operation uncro temporary measures areas formerly known sector north sector south"
"462",1200,"Agreement economic agreement"
"463",324,"Ceasefire agreement march"
"464",1875,"Serbcroat joint declaration"
"465",1464,"Agreement unprofor control medak pocket"
"466",1463,"Complementary agreement agreement july"
"467",1462,"Agreement erdutzagreb"
"468",1938,"The position delegations"
"469",1461,"Agreement implementation security council resolution"
"470",1460,"Daruvar agreement"
"471",1459,"Joint declaration made geneva october president croatia president yugoslavia geneva"
"472",1458,"Joint declaration international conference former yugoslavia"
"473",1295,"Belgrade joint communique september issued federal republic yugoslavia president cosic federal republic yugoslavia prime minister panic witnessed cochairmen london conference"
"474",1851,"Agreement reached geneva icrc auspices july"
"475",1882,"Addendum memorandum understanding november"
"476",1019,"Implementing accord"
"477",1880,"Agreement relating establishment protected zone around hospital osijek"
"478",1888,"Joint commission trace missing persons mortal remains"
"479",1457,"Concept united nations peacekeeping operation yugoslavia"
"480",1456,"Joint statement zagreb"
"481",1455,"Agreement dubrovnik ceasefire"
"482",1173,"The vance plan plan"
"483",1454,"Memorandum understanding geneva"
"484",318,"Ceasefire agreement november"
"485",1453,"Agreement official delegates republic croatia jna"
"486",1651,"Agreement general protocol representatives jna dubrovnik municipality"
"487",1650,"Decisions humanitarian convoy evacuate wounded sick vukovar hospital"
"488",1649,"Prisoner exchange agreement"
"489",1879,"The hague statement respect humanitarian principles"
"490",1452,"Ceasefire agreement hague"
"491",1451,"Agreement jna representatives ilok"
"492",1648,"Memorandum agreement"
"493",1450,"Jna croatia ceasefire agreement september"
"494",1449,"Joint statement igalo ceasefire agreement"
"495",1647,"Memorandum understanding extension monitoring activities monitor mission yugoslavia"
"496",1448,"Ceasefire agreement"
"497",1913,"Global inclusive political agreement interdiocesan center kinshasa"
"498",2133,"Declaration finale forum paix territorire nyunzu"
"499",793,"Outcome documents conclusion kampala dialogue government democratic republic congo "
"500",788,"Agenda dialogue government drc situation eastern congo"
"501",722,"Peace agreement government congres national defense peuple cndp"
"502",1190,"Ordonnance ° fev portant organisation fonctionnement programme national securisation pacification stabilisation reconstruction provinces nordkivu sudkivu denomme programme amani"
"503",671,"Acte dengagement nord kivu"
"504",672,"Acte dengagement sud kivu"
"505",893,"Accord cadre paix ituri gouvernment republique democratique congo groupes armes lituri mrc fni frpi"
"506",895,"Compte rendu rencontre delegation gouvernement rdc conduite ministre defence delegation group arme commandant cobra matata presence monuc aveba"
"507",896,"Dispositions pratiques additives laccord signe kambutso juillet gouvernement rdc mrc presence monuc"
"508",894,"Accord cordc mouvement revolutionnaire congolais mrc presence monuc"
"509",404,"Intercongolese negotiations final act sun city agreement"
"510",1303,"Draft constitution transition"
"511",455,"Memorandum mecanisme formation dune armee nationale restructuree integree"
"512",394,"Global inclusive agreement transition democratic republic congo pretoria agreement"
"513",623,"Accord politique gestion consensuelle transition republique democratique congo"
"514",213,"Acte dengagement gaborone"
"515",356,"Declaration fundamental principles intercongolese political negotiations"
"516",319,"Ceasefire agreement lusaka agreement"
"517",1043,"Sirte peace agreement"
"518",477,"Peace agreement governments republic rwanda democratic republic congo withdrawal rwandan troops territory democratic republic congo dismantling exfar interahamwe forces democratic republic congo drc"
"519",1194,"Programme implementation peace agreement governments republic rwanda democratic republic congo withdrawal rwandan troops territory democratic republic congo dismantling exfar interahamwe forces democratic republic congo drc implementation agreement"
"520",675,"Joint communique government democratic republic congo government republic rwanda common approach ending threat posted peace stability countries great lakes region"
"521",1193,"Amendement laccord signe rdc louganda luanda angola "
"522",1236,"Communique conjoint sommet consultatif chefs detat joseph kabila rdc yoweri kaguta museveni louganda"
"523",236,"Agreement governments democratic republic congo republic uganda withdrawal ugandan troops democratic republic congo cooperation normalisation relations two countries luanda agreement"
"524",624,"Accord reforme concorde civile"
"525",197,"Accord cadre reforme concorde civile"
"526",245,"Accord paix reconciliation nationale"
"527",721,"Agreement state eritrea republic djibouti concerning peaceful settlement border dispute"
"528",604,"Un security council resolution"
"529",4,"Un security council resolution"
"530",294,"Agreement regarding modalities popular consultation east timorese direct ballot"
"531",372,"East timor popular consultation agreement regarding security"
"532",367,"Dili peace accord"
"533",141,"Acuerdo bases respecto rehabilitacion reconstruccion bocatoma obras conexas canal zarumilla grupo trabajo canal zarumilla"
"534",212,"Acta presidencial brasilia"
"535",625,"El tratado comercio navegacion"
"536",626,"Acuerdo amplio peruano ecuatoriano integracion fronteriza desarrollo vecindad"
"537",923,"Convenio aceleracion profundizaciondel libre comercio peru ecuador"
"538",1445,"Propuesta definitiva paises garantessobre fijacion terreno lafrontera terrestre comun"
"539",143,"Intercambio notas aspectos vinculados navegacion sectores cortes rios rio napo"
"540",924,"Intercambio notas acuerdo bases respecto rehabilitacion reconstruccion bocatoma obras conexas canal zarumilla"
"541",1444,"Intercambio notas acuerdo constitucion comision binacional peruanoecuatoriana medidas confianza mutua seguridad"
"542",927,"Bendicion papal"
"543",925,"Reglamento administracion canal zarumilla utilizacion aguas"
"544",926,"Acuerdo constitucion comision binacional peruanoecuatoriana medidas confianza mutua seguridad"
"545",353,"Declaracion montevideo"
"546",352,"Declaracion itamaraty"
"547",424,"Joint declaration signed october representatives govt salvador frente farabundo marti liberacion nacional fmln"
"548",593,"Timetable implementation important outstanding agreements"
"549",246,"Agreement tripartite meetingspanish acuerdo reunion tripartita"
"550",552,"Acuerdo complementario febrero "
"551",332,"Acuerdo complementario diciembre "
"552",474,"Chapultepec agreement"
"553",1020,"New york act ii"
"554",465,"New york act"
"555",467,"New york agreement"
"556",601,"Understandings regarding new york agreement compressed negotiations"
"557",456,"Mexico agreements"
"558",265,"Agreement human rights"
"559",387,"General agenda timetable comprehensive negotiating process caracas"
"560",393,"Press communique issued following geneva meeting presided secretary general representatives government salvador frente farabundo marti liberacion nacional geneva agreement"
"561",2098,"Agreement peace friendship comprehensive cooperation federal democratic republic ethiopia state eritrea"
"562",2097,"Joint declaration peace friendship eritrea ethiopia"
"563",221,"Agreement government state eritrea government federal democratic republic ethiopia algiers agreement"
"564",261,"Agreement cessation hostilities government federal democratic republic ethiopia government state eritrea"
"565",554,"Technical arrangements implementation oau framework agreement"
"566",1290,"Modalities implementation oau framework agreement settlement dispute ethiopia eritrea"
"567",471,"Oau high level delegation proposals framework agreement peaceful settlement dispute eritrea ethiopia"
"568",599,"Un security council resolution"
"569",2099,"Joint declaration comprehensive cooperation ethiopia somalia eritrea"
"570",2100,"Eritreasomalia joint declaration brotherly relations comprehensive cooperation"
"571",627,"Agreement reached state eritrea republic sudan"
"572",1300,"Transitional period charter ethiopia"
"573",2047,"Agreed minutes second meeting ethiopian southern nations nationalities peoples regional state kenyas rift valley province administratorscommissioners together community representatives hawassa ethiopia"
"574",2231,"Joint declaration federal democratic republic ethiopia federal democratic republic ethiopia ogaden national liberation front"
"575",1082,"Peace talks federal democratic republic ethiopia ogaden national liberation front onlf declaration principles"
"576",2037,"Agreement government federal democratic republic ethiopia ogaden national liberation front onlf termination state insurgency"
"577",1080,"The united western somali liberation front uwslf termination state insurgency"
"578",1887,"Treaty final settlement respect germany four plus two agreement"
"579",8,"Accord paris"
"580",725,"Implementation plan august medvedevsarkozysaakashvili plan"
"581",1059,"Protocol high level meeting gali security issues"
"582",1056,"Protocol gali meeting security matters"
"583",1511,"Gali protocol th october reducing tension improving mechanisms security conflict zone"
"584",609,"Yalta declaration georgian abkhaz sides programme action confidencebuilding"
"585",1510,"Protocol sukhumi meeting geogian abkhaz sides implementation protocol september measures aimed stabilization situation zones security limited weaponry"
"586",412,"Istanbul statement georgian abkhaz sides confidencebuilding measures"
"587",25,"Protocol meeting georgian abkhaz sides"
"588",24,"Protocol sixth session coordinating council georgian abkhaz sides"
"589",307,"Athens meeting georgian abkhaz sides confidencebuilding measures"
"590",23,"Minutes meeting georgian abkhaz sides stabilization situation along line separating sides"
"591",22,"Protocol fifth session coordinating council georgian abkhaz sides"
"592",21,"Concluding statement results second meeting georgian abkhaz sides geneva july"
"593",20,"Protocol ceasefire separation armed formations guarantees inadmissibility forcible activities gagra protocol"
"594",19,"Protocol fourth second special session coordinating council georgian abkhaz sides"
"595",18,"Decision april additional measures settlement conflict abkhazia georgia council heads state commonwealth independent state"
"596",17,"Record first extraordinary session coordinating council georgian abkhaz parties"
"597",525,"Record first meeting coordinating council georgian abkhaz parties statute coordinating council"
"598",342,"Concluding statement outcome resumed meeting georgian abkhaz parties"
"599",546,"Statement meeting georgian abkhaz parties"
"600",9,"Rules governing work working groups"
"601",603,"Security council resolution expansion extension mandate observer mission georgia cooperation cis peacekeeping force"
"602",247,"Agreement ceasefire separation forces"
"603",492,"Proposal establishment coordinating commission"
"604",361,"Declaration measures political settlement georgiaabkhaz conflict"
"605",13,"Communique second round negotiations georgian abkhaz sides"
"606",12,"Memorandum understanding georgian abkhaz sides negotiations held geneva"
"607",1693,"Agreement ceasefire mechanisms implementation abkhazia"
"608",249,"Agreement ceasefire abkhazia arrangements monitor observance sochi agreement"
"609",1025,"Protocol consultations regulation conflict georgia abkhazia"
"610",724,"Protocol agreement medvedevsarkozysaakashvili plan"
"611",1804,"Minutes ceasefire"
"612",1780,"The provisional mechanism prevention settlement disputes technical arrangements ministry internal affairs georgia head mission european union monitoring mission"
"613",1781,"Agreement european union georgia status european monitoring mission georgia"
"614",1779,"Protocol meeting georgian abkhaz sides"
"615",1778,"Protocol meeting georgian abkhaz sides"
"616",1777,"Protocol meeting georgian abkhaz sides issue stabilization situation zone conflict"
"617",1776,"Protocol gali meeting georgian abkhaz sides"
"618",1775,"Protocol gali meeting georgian abkhaz sides"
"619",1774,"Protocol gali meeting georgian abkhaz sides"
"620",1785,"Protocol twelfth session coordinating council georgian abkhaz sides"
"621",1773,"Protocol gali meeting georgian abkhaz sides issues stablization situation security zone"
"622",1794,"Statement state commissions abkhazia georgia search persons missing without trace"
"623",1795,"Protocol tenth session coordinating council georgian abkhaz sides"
"624",1803,"Statement state commissions abkhazia georgia search persons missing without trace"
"625",1704,"Joint statement russian federation georgia"
"626",1784,"Protocol eighth session coordinating council georgian abkhaz sides"
"627",1783,"Protocol seventh session coordinating council georgian abkhaz sides"
"628",1782,"Protocol third session coordinating council goergian abkhaz sides"
"629",524,"Quadripartite agreement voluntary return refugees displaced persons"
"630",1026,"Protocol negotiations governmental delegations republic georgia russian federation"
"631",10,"Final document moscow meeting moscow ceasefire"
"632",1698,"Protocol extraordinary meeting joint control commission jcc georgianossetian conflict resolution"
"633",1697,"Protocol eighth meeting expert groups authorized delegation sides carried framework negotiation processes fullscale settlement georgianossetian conflict"
"634",1696,"Protocol fifth meeting experts groups plenipotentiary delegation sides framework negotiations process broad scale settlement georgianossetian conflict"
"635",1695,"Agreement government georgia government russian federation cooperation restoration economy georgianossetian conflict zone return refugees"
"636",1694,"Protocol activities sides law enforcement bodies criminality zone georgianossetian conflict"
"637",1703,"Protocol interaction lawenforcement bodies zone georgianossetian conflict"
"638",1031,"Memorandum measures providing safety strengthening mutual confidence sides georgianossetian conflict"
"639",1029,"Agreement development georgianossetian peaceful settlement process joint control commission"
"640",1707,"Protocol understanding government republic georgia government russian federation economic restoration regions located zone georgianossetian conflict signed september"
"641",1701,"Agreement government russian federation government republic georgia restoration economy zone georgianossetian conflict"
"642",1700,"Protocol meeting representatives parties implementation agreement principles settlement georgianossetian conflict"
"643",1699,"Agreement principles settlement georgianossetian conflict sochi agreement"
"644",254,"Agreement firm lasting peace"
"645",284,"Agreement implementation compliance verification timetable peace agreements"
"646",278,"Agreement basis legal integration unidad revolucionaria nacional guatemalteca"
"647",263,"Agreement constitutional reforms electoral regime stockholm agreement"
"648",253,"Agreement definitive ceasefire"
"649",292,"Agreement strengthening civilian power role armed forces democratic society"
"650",291,"Agreement social economic aspects agrarian situation"
"651",283,"Agreement identity rights indigenous peoples"
"652",296,"Agreement establish commission clarify past human rights violations acts violence caused guatemalan population suffer"
"653",273,"Agreement resettlement population groups uprooted armed conflict"
"654",334,"Comprehensive agreement human rights"
"655",258,"Agreement timetable negotiations firm lasting peace guatemala"
"656",382,"Framework agreement resumption negotiating process govt guatemala unidad revolucionaria nacional guatemalteca urng"
"657",383,"Framework agreement democratization search peace political means queretaro agreement"
"658",289,"Agreement procedure search peace political means mexico agreement"
"659",255,"Agreement general agenda"
"660",704,"El escorial agreement"
"661",309,"Basic agreement search peace political means oslo agreement"
"662",1915,"Dialogue politique interguineen accord octobre"
"663",763,"Ouagadougou joint declaration"
"664",79,"Final communique lome meeting peace process guineabissau"
"665",218,"Additional protocol abuja accord november concerning formation government national unity guineabissau"
"666",185,"Agreement government guinea bissau selfproclaimed military junta abuja accord"
"667",323,"Ceasefire agreement guineabissau"
"668",329,"Final communique joint economic community west african states ecowascommunity portuguesespeaking countries cplp consultative meeting situation guineabissau"
"669",1040,"Memorandum understanding government guinea bissau selfproclaimed military junta"
"670",1805,"Agreement signed jimmy carter emile jonassaint militaryappointed president haiti portauprince september"
"671",27,"Governors island accord"
"672",29,"Protocol agreement president jeanbertrand aristide prime minister designate rene theodore auspices organization american states oas"
"673",28,"Protocol president jeanbertrand aristide parliamentary negotiating commission find definitive solution haitian crisis"
"674",1940,"Dialogo guaymuras acuerdo tegucigalpasan jose reconciliacion nacional fortalecimiento democracia honduras"
"675",845,"Acuerdo san jose reconciliacion nacional fortalecimiento democracia honduras"
"676",1838,"Memorandum understanding"
"677",652,"Memorandum settlement bodoland territorial council"
"678",1047,"Agreed ground rules suspension operations security forces bodo liberation tigers blt"
"679",30,"Memorandum settlement bodo accord"
"680",1716,"Memorandum agreement gorkha territorial administration"
"681",1717,"Memorandum settlement"
"682",1292,"The darjeeling gorkha hill council amendment act"
"683",1835,"Extension suspension operations soo united peoples front upf"
"684",1836,"Memorandum understanding government mizoram bru national liberation front bnlf"
"685",1837,"Memorandum settlement government mizoram hmar peoples convention hpc"
"686",31,"Five point agreement government mizoram hmar peoples convention"
"687",1057,"Joint statement government india nscnim"
"688",1834,"Joint communique issued tmuivah general secretary nscn im kpadmanabhaiah representative government india"
"689",1833,"Nscnim union government joint statement bangkok september"
"690",1832,"Joint communique"
"691",1049,"Extension ceasefire nscnim"
"692",1839,"Nscnims announcement ceasefire agreement government india"
"693",1524,"Agreement republic india islamic republic pakistan reducing risk accidents relating nuclear weapons"
"694",446,"Memorandum understanding"
"695",577,"The lahore declaration joint statement"
"696",1291,"Agreement republic india islamic republic pakistan prenotification flight testing ballistic missiles"
"697",1443,"Joint statement issued new york september"
"698",1522,"Agreement india pakistan prevention air space violations permitting flights landings military aircraft"
"699",1523,"Agreement india pakistan advance notice military exercises manoeuvers troop movements"
"700",631,"Memorandum settlement"
"701",450,"Memorandum understanding goverment republic indonesia free aceh movement helsinki mou"
"702",1689,"Status mission agreement soma establishment management hdc aceh monitoring mission hamm"
"703",325,"Cessation hostilities framework agreement government republic indonesia free aceh movement"
"704",100,"Joint statement government republic indonesia free aceh movement"
"705",101,"Points consultation"
"706",102,"Directives joint council political dialogue"
"707",103,"Evaluation conduct cessation violence"
"708",104,"Th commander commander agreement followup security arrangements aceh"
"709",105,"Rd commander commander agreement third term evaluation results cessation violence aceh"
"710",106,"Nd commander commander agreement results day evaluation concerning agreement implementation cessation violence aceh"
"711",107,"Directive agreed upon government republic indonesia leadership free aceh movement"
"712",108,"Agreement reached field commanders ri gam"
"713",1196,"Report meeting aceh free movement gam republic indonesia ri"
"714",109,"Provisional understanding government republic indonesia leadership free aceh movement"
"715",110,"Third meeting joint forum switzerland september"
"716",111,"Second meeting joint forum switzerland august"
"717",112,"First meeting joint forum switzerland june"
"718",113,"Joint understanding humanitarian pause aceh"
"719",114,"Bavois agreement"
"720",579,"The moluccas agreement malino malino ii"
"721",442,"Malino declaration signed two warring parties end conflict create peace poso central sulawesi malino "
"722",241,"Agreement republic indonesia portuguese republic question east timor"
"723",343,"Constitution iraq"
"724",1243,"Final communique international ministerial meeting neighboring countries iraq g china"
"725",682,"Un security council resolution"
"726",1422,"Law administration state iraq transitional period"
"727",1423,"Agreement political process"
"728",723,"Erbil agreement"
"729",678,"Agreement principles join task force dialogue unami reports"
"730",538,"Un security council resolution"
"731",32,"Memorandum understanding united nations republic iraq"
"732",452,"Memorandum understanding secretariat united nations government iraq implementation security council resolution"
"733",1577,"Agreement united states america republic iraq withdrawal united states forces iraq organization activities temporary presence iraq"
"734",1801,"Agreement government united kingdom great britain northern ireland government ireland establishing independent reporting commission"
"735",1435,"A fresh start stormont agreement implementation plan"
"736",904,"Stormont house agreement financial annex"
"737",903,"Stormont house agreement"
"738",764,"Hillsborough castle agreement"
"739",126,"St andrews agreement"
"740",122,"Joint strategy restoration assembly executive"
"741",123,"Joint statement january"
"742",124,"Proposals comprehensive agreement"
"743",135,"Proposals relation runs"
"744",132,"Joint declaration british irish governments"
"745",134,"Agreement british irish governments monitoring compliance"
"746",125,"Implementation good friday agreement proposals two governments"
"747",1267,"Joint statement tony blair bertie ahern saturday afternoon statement"
"748",1269,"Letter british irish governments political parties northern ireland saturday morning"
"749",1270,"Statement irish republican army ira saturday"
"750",1268,"Joint statement british irish governments friday evening statement"
"751",121,"Declaration issued british irish governments hillsborough"
"752",131,"Agreement government great britain northern ireland government ireland establishing implementation bodies"
"753",130,"Agreement government united kingdom great britain northern ireland government ireland establishing britishirish council"
"754",982,"Agreement united kingdom great britain northern ireland ireland establishing northsouth ministerial council"
"755",1266,"Agreement reached departments crossborder bodies"
"756",556,"The agreement reached multiparty negotiations good friday agreement belfast agreement"
"757",1251,"Joint statement british irish governments propositions heads agreement lancaster house"
"758",129,"Agreement government ireland government united kingdom establishing independent international commission decommissioning"
"759",1260,"Text document decommissioning"
"760",1253,"Rules procedure"
"761",1250,"Northern ireland ground rules substantive allparty negotiations"
"762",136,"Mitchell report"
"763",1259,"Joint communique"
"764",128,"A new framework agreement shared understanding british irish governments assist discussion negotiation involving northern ireland parties"
"765",1258,"Combined loyalist military command ceasefire statement"
"766",1257,"Ira ceasefire statement"
"767",127,"Joint declaration issued prime minister rt john major mp taoiseach mr albert reynolds td downing street declaration"
"768",360,"Declaration cooperation waterrelated matters"
"769",594,"Treaty peace state israel hashemite kingdom jordan"
"770",591,"The washington declaration"
"771",222,"Agreed common agenda"
"772",537,"Un security council resolution"
"773",411,"Israellebanon ceasefire understanding"
"774",787,"Understanding regarding ceasefire gaza strip"
"775",1072,"Annapolis conference joint understanding negotiations"
"776",138,"Agreed principles rafah crossing"
"777",139,"Agreement movement access"
"778",192,"A performance based roadmap permanent twostate solution israelipalestinian conflict"
"779",1514,"Trilateral statement middle east summit camp david camp david ii"
"780",501,"Protocol concerning safe passage west bank gaza strip"
"781",587,"Sharm sheikh memorandum implementation timeline outstanding commitments agreements signed resumption permanent status negotiations"
"782",592,"Wye river memorandum"
"783",277,"Agreement temporary international presence city hebron ii"
"784",500,"Protocol concerning redeployment hebron"
"785",1246,"Note record"
"786",293,"Agreement temporary international presence city hebron"
"787",410,"Israelipalestinian interim agreement west bank gaza strip oslo ii"
"788",983,"Annex protocol concerning redeployment security arrangements israeli palestinian interim agreement west bank gaza strip oslo ii"
"789",984,"Annex ii protocol concerning elections israeli palestinian interim agreement west bank gaza strip oslo ii"
"790",985,"Annex iii concerning civil affairs israeli palestinian interim agreement west bank gaza strip oslo ii"
"791",986,"Annex iv protocol concerning legal affairs israeli palestinian interim agreement west bank gaza strip oslo ii"
"792",987,"Annex v protocol economic relations israeli palestinian interim agreement west bank gaza strip oslo ii"
"793",988,"Annex vi protocol concerning israeli palestinian cooperation programs israeli palestinian interim agreement west bank gaza strip oslo ii"
"794",989,"Annex vii release palestinian prisoners detainees israeli palestinian interim agreement west bank gaza strip oslo ii"
"795",35,"Protocol transfer powers responsibilities"
"796",271,"Agreement preparatory transfer powers responsibilities"
"797",281,"Agreement gaza strip jericho area cairo agreement"
"798",1513,"Letters exchanges plo chairman yasser arafat israeli prime minister yitzhak rabin following signing gazajericho agreement may"
"799",36,"Protocol economic relations"
"800",357,"Declaration principles interim selfgovernment arrangements oslo accords"
"801",34,"Israelplo recognition exchange letters"
"802",33,"Letter invitation madrid peace conference"
"803",2101,"Resolutions nakuru peace agreement luo nandi communities kisumu nandi counties attended national county government officials held water buck hotel nakuru"
"804",1910,"Validation reviews amendments dukanadillomaikona declaration"
"805",1920,"Nanyuki peace agreement aulian community garissa county borana community isiolo county"
"806",1919,"Resolutions meeting discuss conflict communities living along garissa wajir border"
"807",1918,"Tana declaration"
"808",1950,"Samburu turkana ceasefire agreement"
"809",1949,"Resolutions peace cohesion meeting leaders mt elgon subcounties bungoma county abbey resort resolutions"
"810",785,"Nakuru county peace accord"
"811",1948,"Dillodukanateltelle peace dialogue"
"812",1947,"Mabanga peace accord"
"813",1945,"Modogashe declaration iii"
"814",1946,"Naivasha ii declaration"
"815",2052,"Maikona walda peace declaration"
"816",1944,"Dukanadillomaikona declaration"
"817",1943,"Sotik borabu social contract"
"818",688,"Kenya national dialogue reconciliation statement principles longterm issues solutions"
"819",690,"Kenya national dialogue reconciliation longer term issues solutions constitutional review"
"820",691,"Kenya national dialogue reconciliation truth justice reconciliation commission"
"821",831,"Kenyan national dialogue reconciliation commission inquiry postelection violence"
"822",693,"Acting together kenya agreement principles partnership coalition government"
"823",832,"National accord reconciliation act"
"824",726,"Kenyan national dialogue reconciliation resolve political crisis"
"825",696,"Kenya national dialogue reconciliation public statement"
"826",1075,"Kenyan national dialogue reconciliation annotated agenda timetable"
"827",1233,"Kenyan national dialogue reconciliation public statement agenda item one"
"828",1917,"Resolutions marsabitmoyale district peace committees civic dialogue"
"829",1916,"Alfatah peace declaration"
"830",2032,"Conclusions facilitator justice november"
"831",2031,"Conclusions facilitator telecom"
"832",2030,"Arrangements concerning finalization implementation freedom movement brussels"
"833",2026,"Associationcommunity serb majority municipalities kosovo general principlesmain elements"
"834",2028,"Telecoms action plan"
"835",2029,"Freedom movementbridge conclusions"
"836",2027,"Conclusions facilitator implementation energy agreement"
"837",2025,"Justice"
"838",2024,"Telecommunications technical dialogue agreement"
"839",2023,"Arrangement regarding energy technical dialogue agreement"
"840",2022,"First agreement principles governing normalization relations"
"841",2021,"Regional representation technical dialogue agreement"
"842",2020,"Integrated boundary management administrative crossing points technical dialogue agreement"
"843",2017,"University degrees technical dialogue agreement"
"844",2018,"Cadastral records technical dialogue agreement"
"845",2019,"Customs stamps technical dialogue agreement"
"846",2015,"Freedom movement technical dialogue agreement"
"847",2016,"Registry books technical dialogue agreement"
"848",602,"Undertaking demilitarisation transformation kosovo liberation army uck"
"849",5,"Un security council resolution"
"850",457,"Military technical agreement international security force governments federal republic yugoslavia republic serbia"
"851",6,"Kosovo peace plan"
"852",405,"Interim agreement peace selfgovernment kosovo rambouillet accord"
"853",1221,"Statement contact group"
"854",1894,"Kurdistan regional government unification agreement"
"855",2134,"Tripoli memorandum"
"856",729,"Doha agreement results lebanese national dialogue conference"
"857",1262,"Memorandum understanding hezbollah free patriotic movement"
"858",1840,"Arsal hour ceasefire agreement"
"859",1018,"Treaty brotherhood cooperation coordination"
"860",1661,"The electoral pledge"
"861",1662,"Communique sadc facilitator deputy president cyril ramaphosa maseru facilitation declaration"
"862",730,"Signed agreement political parties national assembly electoral bill"
"863",1042,"Memorandum agreement government lesotho interim political authority ipa"
"864",1660,"Joint statement acceptance principle lesotho elections timetable"
"865",338,"Peace agreement government liberia liberians united reconciliation democracy lurd movement democracy liberia model political parties accra agreement"
"866",259,"Agreement ceasefire cessation hostilities government republic liberia liberians united reconciliation democracy movement democracy liberia"
"867",1315,"Final communique fifth meeting heads state government ecowas committee nine liberian crises"
"868",551,"Supplement abuja accord"
"869",1314,"Mechanism returning liberia abuja agreement"
"870",194,"Abuja peace agreement supplement cotonou akosomboagreements subsequently clarified accra agreement"
"871",209,"Accra acceptance accession agreement"
"872",279,"Agreement clarification akosombo agreement"
"873",304,"Akosombo agreement"
"874",346,"Cotonou accord geneva ceasefire agreement"
"875",1313,"Communique issued conclusion peace talks liberia geneva"
"876",41,"Final communique economic community west african states ecowas informal consultative group meeting geneva"
"877",564,"The final communique fourth meeting committee five economic community west african states liberian crisis yamossoukro iv accord"
"878",40,"Final communique second meeting five liberian crises yamoussokro yamoussoukro iii accord"
"879",39,"Final communique first meeting committee five liberia yamoussoukro yamoussoukro ii accord"
"880",38,"Outcome deliberations meeting held yamoussokro june yamoussoukro accord"
"881",1312,"Final communque allliberia national conference virginia liberia"
"882",1242,"Joint declaration liberian situation"
"883",1041,"Agreement cessation hostilities peaceful settlement conflict armed forces liberia national patriotic front liberia independent national patriotic front liberia lome ceasefire agreement"
"884",633,"Joint statement warring parties liberia banjul iv agreement"
"885",634,"Joint declaration cessation hostilities peaceful settlement conflict mali bamako ceasefire agreement"
"886",1565,"Final communique economic community west african states first extraordinary session authority heads state government bamako november"
"887",1309,"Decision adec relating approval decisions community standing mediation committeee taken first session august banjul ecowas peace plan"
"888",1310,"Decision adec relating adoption ecowas peace plan liberia entire west african subregion ecowas peace plan"
"889",1311,"Decision adec relating conclusion agreement status ecowas cesaefire monitoring group ecomog community interim government republic liberia ecowas peace plan"
"890",635,"Agreement cessation hostiliities peaceful settlement conflict liberia banjul iii agreement"
"891",1308,"Decision adec establishment ecowas observer group presidential general elections republic liberia ecowas peace plan"
"892",1305,"Decision adec ceasefire establishment ecowas ceasefire monitoring group liberia ecowas peace plan"
"893",1306,"Decision adec constitution interim government republic liberia ecowas peace plan"
"894",1307,"Decision adec establishment special emergency fund ecowas operations republic liberia ecowas peace plan"
"895",2217,"Tarhunah ceasefire"
"896",2230,"Palermo conference libya conclusions"
"897",2143,"Ceasefire southern tripoli"
"898",2229,"Meeting minutes"
"899",2216,"Agreement ceasefire tripoli tarhounah"
"900",2136,"Agreement consolidate ceasefire zawiyya agreement"
"901",2224,"Pledge reconciliation cooperation family friends area tajoura souk jumaa"
"902",2175,"Ceasefire agreement zawiyya agreement"
"903",2137,"Sabha ceasefire statement"
"904",2138,"Political statement matter libya"
"905",2140,"Agreement peaceful coexistence tebu awlad sulayman sabha"
"906",2223,"Pledge reconciliation cities zawiyyah alzintan"
"907",2141,"Pledge reconciliation charter cities misrata zintan"
"908",2221,"Closing statement reconciliation meeting zintan zawiyya"
"909",2102,"Statement council tebu tribes coordinate end crisis sabha"
"910",2139,"Statement supreme council tribes cities fezzan calling ceasefire"
"911",2142,"Statement fezzan forum libya"
"912",2012,"Joint declaration paris"
"913",1955,"Reconciliation agreement zintan mashashiyya tribes"
"914",2222,"Final agreement zintan mashashiyya"
"915",1954,"Reconciliation agreement tebu awlad sulaymen"
"916",1952,"Statement current events capital tripoli"
"917",1951,"Points initial agreement abu salim ceasefire"
"918",1953,"Agreement social honour tribes tarhunah tribes ghriyan mashashiyyah alqalah yafrin jadu kabaw nalut wazin"
"919",2011,"Consultation meeting libyan political dialogue hammamet agreement"
